time,seconds_elapsed,roll,rotationRateZ,quaternionY,rotationRateY,quaternionZ,quaternionW,yaw,devicelocation,accelerationZ,pitch,gravityX,gravityZ,quaternionX,rotationRateX,accelerationX,gravityY,accelerationY
1733276458917322200,1.013322265625,0.4760628429079944,0.25558266043663025,0.163401410056669,-0.5734000205993652,-1.0463655785321985e-17,0.8830950623063396,-0.23027570222038676,right,-0.20114825665950775,0.8895817085682945,2.8301792942777273,-5.488919487354159,0.4398215067960985,0.6082733273506165,0.024131953716278076,-7.617888494846224,-0.3185335099697113
1733276458957558300,1.053558349609375,0.4478604670615016,0.22309480607509613,0.1499344708145291,-0.6719628572463989,-0.0028742806339676925,0.8820033123313896,-0.22740629888964847,right,-0.2166128009557724,0.9062554958743956,2.6189006423801184,-5.451284460964799,0.44674545611724126,0.06832461804151535,-0.029599448665976524,-7.719795794659852,-0.24981290102005005
1733276458997795300,1.09379541015625,0.40341816637687783,0.3109113872051239,0.13443749893458054,-0.6430378556251526,-0.004223860567887341,0.8849425608089362,-0.2083462852798949,right,-0.1284509003162384,0.9075110181018922,2.3703201415702697,-5.55333438411951,0.44585344809711736,-0.18501824140548706,-0.10258559137582779,-7.7273823042660945,-0.20803500711917877
1733276459038031600,1.134031494140625,0.36471913949066154,0.31603023409843445,0.12346659532872221,-0.24829986691474915,-0.0017867396051833048,0.8884698487676472,-0.18231554086435733,right,-0.1534464806318283,0.9026739642771147,2.1669972709827126,-5.67573560590744,0.44201132794313347,-0.32844117283821106,-0.14126166701316833,-7.698086067155003,-0.2048901915550232
1733276459078268700,1.1742685546875,0.34440982466597597,0.19859784841537476,0.11998685605118672,0.14660297334194183,0.0025000087548477513,0.8917667557003865,-0.16046992323160042,right,-0.13981351256370544,0.8926510565687233,2.0772360437758266,-5.790910383573174,0.43628991574131637,-0.2842023968696594,-0.13681648671627045,-7.63680771484971,-0.2674846649169922
1733276459118504700,1.214504638671875,0.3422894634959008,0.0635426938533783,0.12393705946196118,0.25580665469169617,0.008798710676013906,0.8947312361786887,-0.1424057178916516,right,-0.28623050451278687,0.8785473164532035,2.100897343739867,-5.896181022340059,0.42897323984215235,-0.5334484577178955,-0.1775462031364441,-7.549281991609931,-0.23574718832969666
1733276459158742000,1.254741943359375,0.35291567949982333,-0.1734074056148529,0.13076879613368303,0.5845046639442444,0.012267247972522008,0.8967380471337199,-0.13693295162683014,right,-0.023121599107980728,0.8651177539407237,2.1982772292569277,-5.968126314610243,0.42262246717895047,-0.2997322976589203,-0.047131381928920746,-7.464543853262066,-0.12051805108785629
1733276459198978300,1.294978271484375,0.38682731785874147,0.07155498117208481,0.14770772498583343,0.590121328830719,0.019040842297283884,0.8976249052448886,-0.13408093069747173,right,-0.2549031376838684,0.8486069252589747,2.4455294040724636,-6.0034945651113985,0.4148365911263377,-0.5394052267074585,0.0072213695384562016,-7.358520934823155,-0.22655919194221497
1733276459239215000,1.335215087890625,0.3836689754131237,0.6594691872596741,0.15346809989479515,0.5974430441856384,0.03177892455287835,0.89930196318844,-0.10219951555594764,right,-0.03915616497397423,0.8391719779106208,2.452435822460055,-6.075298987606168,0.408281155008184,-0.27075549960136414,-0.030383339151740074,-7.2970321546375745,-0.34130167961120605
1733276459279451400,1.375451416015625,0.3833506850588328,0.2835199534893036,0.16042560039427556,0.6595926880836487,0.047342996490047466,0.8986913868281173,-0.0673731492887708,right,-0.02778753824532032,0.8388998449598569,2.451244712979346,-6.077920568281412,0.40543300531130955,-0.23868797719478607,0.015935201197862625,-7.2952493628740305,-0.164987251162529
