time,seconds_elapsed,roll,rotationRateZ,quaternionY,rotationRateY,quaternionZ,quaternionW,yaw,devicelocation,accelerationZ,pitch,gravityX,gravityZ,quaternionX,rotationRateX,accelerationX,gravityY,accelerationY
1733275713725493800,1.03049365234375,0.9927497179190456,-1.05112886428833,0.4313844920352851,-0.46628278493881226,4.994074512138207e-18,0.8616850972264377,-0.2627417296964118,right,-0.028889624401926994,0.478578765298901,7.290608259069919,-4.756248186638951,0.26721947676045327,-0.12752468883991241,0.01729987934231758,-4.516139453837275,0.07714857161045074
1733275713765727700,1.070727783203125,0.9804117971640587,-1.0239157676696777,0.4275001982922177,-0.5068446397781372,-0.019824416260436805,0.8667865428834597,-0.28382514642832696,right,0.03345968946814537,0.44098452651932707,7.367271227511763,-4.936902275431156,0.2559914536665801,-0.10935185849666595,-0.009075891226530075,-4.185772357961535,0.04424477368593216
1733275713805962800,1.110962646484375,0.977229048841449,-1.2169610261917114,0.4269455285040699,-0.2660563588142395,-0.0409233100678789,0.8692031773099876,-0.31077009165352765,right,0.021060917526483536,0.40361808866760884,7.476012757259607,-5.044324539273977,0.2460255128990185,0.14032725989818573,-0.017038505524396896,-3.85154478726536,0.0648990049958229
1733275713846198000,1.151197998046875,0.9858357170506087,-1.3092083930969238,0.429748716737624,-0.12964174151420593,-0.06705565753562313,0.8678538349589999,-0.3531181407884989,right,-0.02233773097395897,0.36731805512378957,7.6307368705034255,-5.053696178731322,0.2401025568254159,0.3961198627948761,-0.02386542409658432,-3.5217020075246688,0.04447983577847481
1733275713886433000,1.19143310546875,0.9945006974177717,-0.9997391104698181,0.43235442726747153,-0.021351268514990807,-0.09111653975767382,0.8653616372604056,-0.3938342062782129,right,0.015004884451627731,0.336801016268127,7.760766687473654,-5.043619605875015,0.2364669261841882,0.3771818280220032,0.03588523715734482,-3.240798907519877,-0.018621698021888733
1733275713926668300,1.231668212890625,1.0006430776941642,-0.8857809901237488,0.4336742196986845,-0.4101758897304535,-0.11218283243853143,0.8626611232046779,-0.4307343670295431,right,-0.039703041315078735,0.3129857998179896,7.854355656275152,-5.036093302023411,0.23485604228787807,0.3991522789001465,0.014694434590637684,-3.019474954687059,-0.020523639395833015
1733275713966903300,1.2719033203125,0.9993166561335405,-0.8166609406471252,0.43230380220300446,-0.10985798388719559,-0.13061487777638384,0.8613555796562251,-0.46115497355416624,right,0.007904929108917713,0.2919654160592974,7.899317080029845,-5.079720262303948,0.2326365821136123,0.25225716829299927,0.046163927763700485,-2.8226971218287944,0.021942196413874626
1733275714007138300,1.31213818359375,0.9944075690246932,-0.799903392791748,0.4300544876523616,-0.36933597922325134,-0.14773822960313035,0.8606777725042349,-0.48740986966102,right,-0.014978701248764992,0.2704787073450432,7.923315795254707,-5.15030771022439,0.2290425988614676,0.17278799414634705,0.026305625215172768,-2.6202657932534814,0.05101676285266876
1733275714047372300,1.352372314453125,0.9865216837899999,-0.48675069212913513,0.42657220398511564,-0.23296625912189484,-0.16324013479790186,0.860495827694291,-0.5108246938300054,right,0.06918392330408096,0.25179412138942875,7.921912942719459,-5.2387224912583825,0.22568924932583262,0.21184682846069336,0.0421377569437027,-2.443247430615127,-0.1003212258219719
1733275714087607300,1.392607177734375,0.9792937464383502,0.09313355386257172,0.42372035817822107,-0.14944100379943848,-0.1685105040537682,0.8614519143618202,-0.5172523610522064,right,0.03178057074546814,0.24475527445213616,7.897921826279163,-5.305303041625023,0.22353050471388147,-0.11154785007238388,0.01652570255100727,-2.376336625380814,-0.12701532244682312
