time,seconds_elapsed,roll,rotationRateZ,quaternionY,rotationRateY,quaternionZ,quaternionW,yaw,devicelocation,accelerationZ,pitch,gravityX,gravityZ,quaternionX,rotationRateX,accelerationX,gravityY,accelerationY
1733275636959853600,1.007853515625,0.04307674869230998,0.03734695911407471,0.018642751070135993,-0.016100097447633743,1.0498826861623076e-18,0.9556928336456605,-0.013237852923124321,right,-0.18284904956817627,0.596217999246793,0.34944512317012993,-8.107133901035786,0.2937748421695425,0.12644746899604797,-0.02609601430594921,-5.506600689995288,-0.06815717369318008
1733275637000085000,1.0480849609375,0.03704872172565524,0.06486826390028,0.015841516590965145,-0.2717077434062958,-0.00048550474300534344,0.9550079481371438,-0.01250320047075801,right,-0.26580530405044556,0.6012189072431314,0.2995452566325664,-8.081472805556654,0.29615640614131855,0.18517760932445526,-0.13443411886692047,-5.547112733125687,-0.21702346205711365
1733275637040315400,1.0883154296875,0.02576383223115652,0.22561699151992798,0.012135750264619903,0.10874028503894806,0.0034836693676564916,0.9526606531705044,-0.0009020173373900459,right,-0.10022424161434174,0.617342414044143,0.2059985926028341,-7.9938822003871195,0.30377322893645364,0.4359336495399475,-0.13193653523921967,-5.676777223914861,-0.05261968448758125
1733275637080546600,1.128546630859375,0.04249549020693052,-0.480908066034317,0.01888713252306487,0.611821711063385,0.0025185799843786463,0.9507894585747831,-0.008522534611396902,right,0.008386941626667976,0.6287830638162548,0.33693317639306186,-7.923907915928959,0.30925136012981064,0.19987811148166656,0.004156137816607952,-5.767888988947868,0.05742759257555008
1733275637120777000,1.16877685546875,0.09426617234660317,-0.8264697790145874,0.03765595516420657,0.699077308177948,-0.007018477819464975,0.9493176277706005,-0.04569467154952454,right,-0.1366901397705078,0.63328880697818,0.7440707927383482,-7.869902184975147,0.311975450122405,0.18076394498348236,0.025841524824500084,-5.803565867006778,-0.05962609499692917
1733275637161008400,1.20900830078125,0.1415776183037988,-0.6588263511657715,0.05391740702118835,0.5147966146469116,-0.01806246993344526,0.9476148138986701,-0.08476725931704368,right,-0.09809707850217819,0.6357084765276106,1.113450998423621,-7.811981326404213,0.3143131017940984,0.0872713029384613,0.040458548814058304,-5.822676225668191,-0.06499170511960983
1733275637201238500,1.249238525390625,0.17472715378916506,-0.46122026443481445,0.06525879920747342,0.31986504793167114,-0.026314635997377833,0.9466500537122534,-0.11298640927971967,right,-0.0538773387670517,0.6335193819181574,1.3739679476775228,-7.783319295543432,0.3144875879150701,0.07543516159057617,0.017211738973855972,-5.805388406258821,-0.09464391320943832
1733275637241470000,1.289469970703125,0.19775318724050062,-0.37566855549812317,0.07278744359332287,0.2005516141653061,-0.03242004926540637,0.9452644481450767,-0.13378568001631394,right,-0.04891791567206383,0.6353941122932997,1.5506658461898564,-7.738937132981419,0.31642695497591156,0.06725524365901947,-0.04522787034511566,-5.820195514768361,-0.0019212918123230338
1733275637281700000,1.3297001953125,0.2133624444391662,-0.323635458946228,0.07790185903876337,0.11065777391195297,-0.0381604832269075,0.9454102438957697,-0.15027855082738967,right,0.008949534967541695,0.6285948097412162,1.679612105707079,-7.75228819746375,0.31412516063114043,-0.21508380770683289,-0.08754323422908783,-5.766396120041608,-0.008107149973511696
1733275637321931500,1.369931640625,0.21943763322883858,-0.010429905727505684,0.08041433005773005,0.16240037977695465,-0.04006725568827476,0.9462498890602198,-0.15526168137224147,right,0.04502270370721817,0.6206574017348834,1.7365860388167202,-7.786368746241926,0.31070758892451705,-0.18530745804309845,-0.1196114718914032,-5.703254311951994,-0.043603409081697464
